coda_paper_id,paper_id,coda_data_split,subset,paragraph_num,sentence_num,segment_num,token_num,coda_has_expert_labels,title
3514,b54f08610e08f2cb15fa8bb649bfe09658843416,train,comm_use_subset,1,5,6,132,FALSE,Distributed under Creative Commons CC-BY 4.0 Genomic signal processing for DNA sequence clustering
3515,a9c58042555c0d56b8e94bc5558db0c3dd697dcc,train,biorxiv_medrxiv,8,17,26,283,FALSE,"Epidemiologic and Clinical Characteristics of 91 Hospitalized Patients with COVID-19 in Zhejiang, China: A retrospective, multi-centre case series"
3516,8be71725a5ab5f3fe5bf2a8c2960e5e12dba694d,train,custom_license,1,3,4,93,FALSE,
3517,82722b89a6c49087f09c56d5d6b58e2bfe33bc7e,train,custom_license,1,3,4,60,FALSE,Use of the Fluocinolone Acetonide Intravitreal Implant for the Treatment of Noninfectious Posterior Uveitis: 3-Year Results of a Randomized Clinical Trial in a Predominantly Asian Population
3518,dab142b484476d07a30a574943f308361428984b,train,custom_license,1,9,10,257,FALSE,CXCR2 Signaling Protects Oligodendrocyte Progenitor Cells from IFN-??/CXCL10-Mediated Apoptosis HHS Public Access
3519,30531e307ccb3617d37b10f8437277896bfed407,train,custom_license,1,9,12,253,FALSE,Heteroaggregation of microparticles with nanoparticles changes the chemical reversibility of the microparticles' attachment to planar surfaces
3520,26273a8abe98bbeabfe8651fc433188c5f5b82c4,train,custom_license,5,10,15,356,FALSE,A Heuristic Indication and Warning Staging Model for Detection and Assessment of Biological Events
3521,3c1dba1cf086bd7f0179608c001e33e8330bacde,train,custom_license,1,8,17,242,FALSE,Porcine deltacoronavirus induces caspase-dependent apoptosis through activation of the cytochrome c-mediated intrinsic mitochondrial pathway
3522,27f21ae7789e41a6de01554cdae09cb93ef8524f,train,comm_use_subset,3,12,19,307,FALSE,Epidemiological and pathological study of feline morbillivirus infection in domestic cats in Japan
3523,3fd791accf9347c1e74f871c73b7d19c534059ca,train,comm_use_subset,4,9,11,223,FALSE,A seroepidemiologic study of Reston ebolavirus in swine in the Philippines
3524,837c77d566651f559ed3f78c2e490213f99212e6,train,biorxiv_medrxiv,1,13,22,238,FALSE,The geometry of dependence: solitary bee larvae prioritize carbohydrate over protein in
3525,40b19e61122433538ff22a68b0f7d4ff4f5d0821,train,custom_license,1,8,13,270,FALSE,Weak binder for MHC molecule is a potent Mycobacterium tuberculosis-specific CTL epitope in the context of HLA-A24 allele
3526,a71e4139dc4ba7ca03da5d99cac0781f092d5223,train,comm_use_subset,4,7,10,183,FALSE,Open Access TECHNICAL ADVANCE Rapid semi-automated quantitative multiplex tandem PCR (MT-PCR) assays for the differential diagnosis of influenza-like illness
3527,e53306862eb2cab646ba36a1e685fdb5a392da42,train,comm_use_subset,1,15,28,383,FALSE,A new look at an old virus: patterns of mutation accumulation in the human H1N1 influenza virus since 1918
3528,fc0b145cd796b7f52c798192d1f206568c74fe00,train,custom_license,3,9,10,234,FALSE,Pyridine N-oxide derivatives are inhibitory to the human SARS and feline infectious peritonitis coronavirus in cell culture
3529,885ca5f85c120048c30b3f74bd2a6ddf9b79736f,train,custom_license,5,9,20,328,FALSE,Impact of viral infections in children with community- acquired pneumonia: results of a study of 17 respiratory viruses
3530,0b227d1996bc5dfd895b43f6c6e2449c58252c67,train,comm_use_subset,1,15,30,393,FALSE,Insufficient preparedness of primary care practices for pandemic influenza and the effect of a preparedness plan in Japan: a prefecture-wide cross-sectional study
3531,a1ab3c11da8de8a80a5b24bcb3b6a1132a233696,train,custom_license,1,7,11,213,FALSE,
3532,03203ab50eb64271a9e825f94a1b1a6c46ea14b3,train,comm_use_subset,1,12,18,286,FALSE,Recombination Every Day: Abundant Recombination in a Virus during a Single Multi-Cellular Host Infection
3533,9231e9d6dd98dca26e67eaf02eea8c0ad0bcce3b,train,biorxiv_medrxiv,3,5,6,88,FALSE,The impact of unplanned school closure on children's social contact: Rapid evidence review
3534,a72987263c3b602888680fd3bab5f92a8725a23b,train,custom_license,2,13,18,361,FALSE,Ligand-induced Dimerization of Middle East Respiratory Syndrome (MERS) Coronavirus nsp5 Protease (3CL pro ) IMPLICATIONS FOR nsp5 REGULATION AND THE DEVELOPMENT OF ANTIVIRALS *
3535,9750bb211dc282bab99fee1b1ba74abe1084609a,train,custom_license,1,5,7,136,FALSE,Quantitative mapping of patented technology -The case of electrical conducting polymer nanocomposite
3536,95236881d9620959cab6cd51064f5c60f12b1f04,train,custom_license,1,7,10,178,FALSE,High prevalence and genetic diversity of hepatitis B viruses in insectivorous bats from China
3537,0c4bc10401c2c39f1a8afa70aa350323adc2b1d6,train,custom_license,1,11,19,297,FALSE,
3538,bdcac9db79352158e6d350d9fe430e5be20c22d6,train,custom_license,1,6,10,210,FALSE,Targeting non-human coronaviruses to human cancer cells using a bispecific single-chain antibody
3539,996fc493a4d72390383d242d35515dc8144bb36d,train,comm_use_subset,1,13,19,300,FALSE,Does Circulating Antibody Play a Role in the Protection of Piglets against Porcine Epidemic Diarrhea Virus?
3540,732a0d11a565368fd2cb50736fe09c34d5beae25,train,custom_license,1,3,6,84,FALSE,Chapter Cll APOPTOSIS IN MHV-INDUCED DEMYELINATION
3541,530d71f8cf785777a49637fed7e3448667cf5400,train,custom_license,1,8,14,241,FALSE,Knowledge about pandemic influenza preparedness among vulnerable migrants in Thailand
3542,e7482377b6836c860bc4ea714ea5dd757a293ad0,train,comm_use_subset,1,11,14,264,FALSE,Protective Efficacy of Different Live Attenuated Infectious Bronchitis Virus Vaccination Regimes Against Challenge With IBV Variant-2 Circulating in the Middle East
3543,af0f825db84ea24a39e46ac13beae216f6552e23,train,custom_license,1,8,15,201,FALSE,
3544,1b4b7716394cd9498863630c0e7fa742c0cfaa0a,train,custom_license,2,11,17,256,FALSE,EArchives of nvir'onrnent~! Contamination and /oxicology Effects of T-2 Mycotoxin on Gastrointestinal Tissues: A Review of in vivo and in vitro Models
3545,5d3612cd95331a2f0c43ef9d03ce583b5ff8c995,train,biorxiv_medrxiv,2,16,23,361,FALSE,Integrative Bioinformatics Analysis Provides Insight into the Molecular Mechanisms of 2019-nCoV
3546,014fb9a001135a4f1d84e955cbd054eadb50b94c,train,custom_license,1,9,13,208,FALSE,
3547,21823032c216c8f7e08c918373d49518c68aaab1,train,comm_use_subset,1,9,17,243,FALSE,viruses A Comparative Analysis of Factors Influencing Two Outbreaks of Middle Eastern Respiratory Syndrome (MERS) in Saudi Arabia and South Korea
3548,89ef59cfea8b8731404013bb8714f449aa3f0aef,train,custom_license,2,15,27,461,FALSE,A Network-based Analysis of the 1861 Hagelloch Measles Data HHS Public Access
3549,54b179e134ca2c7cd7aad255acaa00bd9ac2d59e,train,custom_license,2,23,33,405,FALSE,Unraveling the 'DEAD-box' helicases of Plasmodium falciparum
3550,0a1c4a187e7e929cdf16ce37e7e475045a9ffab2,train,custom_license,1,11,21,318,FALSE,"Gene wiki review POLD1: Central mediator of DNA replication and repair, and implication in cancer and other pathologies"
3551,50a694871540a1ef725d3083f8a9623081326cac,train,noncomm_use_subset,1,10,13,227,FALSE,
3552,8d2f1769c1de3d813cf910561ff0401fb9d75121,train,comm_use_subset,1,9,14,305,FALSE,Unifying Viral Genetics and Human Transportation Data to Predict the Global Transmission Dynamics of Human Influenza H3N2
3553,034cab326c750ea98f621e9c65371b8f139fbfb4,train,comm_use_subset,2,13,21,303,FALSE,pathogens Influenza-Omics and the Host Response: Recent Advances and Future Prospects
3554,543d097e1b9316b6d100eb596cc3a79b2b7753b9,train,custom_license,1,3,4,60,FALSE,"Synthesis and Anti-influenza A Virus Activity of 2,2- Dialkylamantadines and Related Compounds"
3555,c49543f507a07bcef2a9568fa458fac552d51fcd,train,comm_use_subset,6,35,61,900,FALSE,Novel coronavirus-like particles targeting cells lining the respiratory tract
3556,23eae5a7a5adea7087bfecfe28d35fbcdbf9caf3,train,custom_license,3,9,14,184,FALSE,Article The novel H1N1 Influenza A global airline transmission and early warning without travel containments
3557,1a3f45ac97281b2eec0d578f579186849c7acbe1,train,custom_license,1,14,19,443,FALSE,Using thermodynamic parameters to calibrate a mechanistic dose-response for infection of a host by a virus A R T I C L E I N F O
3558,9c6e8475fcce3358d74c1d01f229ae3a6ab54907,train,custom_license,1,12,14,295,FALSE,Impact of point-of-care testing for respiratory viruses on antibiotic use in adults with exacerbation of airways disease
3559,9cd6f7eef808b5362ce36f7b92a50cb28238136c,train,comm_use_subset,1,11,19,282,FALSE,a section of the journal Frontiers in Microbiology Isolation and Identification of Porcine Epidemic Diarrhea Virus and Its Effect on Host Natural Immune Response
3560,e021441c02baaade6b2b93427db4beb54b06ea92,train,comm_use_subset,1,18,20,271,FALSE,Infections Caused by HRSV A ON1 Are Predominant among Hospitalized Infants with Bronchiolitis in S??o Paulo City
3561,1dde5e8732db502834dbde7960ee2615c677b6e3,train,custom_license,1,9,24,301,FALSE,Therapeutic Value of Small Molecule Inhibitor to Plasminogen Activator Inhibitor-1 for Lung Fibrosis
3562,08a22278486e12768ce186677a6a89663d24586f,train,biorxiv_medrxiv,3,9,9,162,FALSE,Complemented palindrome small RNAs first discovered from SARS coronavirus
3563,da955619aa259db9444269cebeeac040f17c8205,train,custom_license,1,5,7,127,FALSE,"New quaternary ammonium camphor derivatives and their antiviral activity, genotoxic effects and cytotoxicity"
3564,3a933d124e647b35f83c0fc8835f170e92e4d0a5,train,custom_license,3,12,20,345,FALSE,Inhibitory Effects of Ribavirin Alone or Combined With Human Alpha Interferon on Feline Infectious Peritonitis Virus Replication In Vitro*
3565,1bf6de18aec2c9d092d17543fba178914aca2cfa,train,custom_license,2,11,18,269,FALSE,Comparative genomic analysis of the swine pathogen Bordetella bronchisepticastrain KM22
3566,a23e695e0ee5da3e4226e70cee085c47f16c3984,train,custom_license,1,8,11,187,FALSE,"Retrospective, epidemiological cluster analysis of the Middle East respiratory syndrome coronavirus (MERS-CoV) epidemic using open source data"
3567,9f3a074cf50bbc8bc2fbbe209bf4dc980d9006d6,train,custom_license,1,7,13,212,FALSE,Influence of supercritical water treatment on heavy metals in medical waste incinerator fly ash
3568,76d4ce7c056cf4bdd3b85c54c203a5c5285e99e7,train,custom_license,1,3,6,83,FALSE,Virus discovery: one step beyond
3569,dd215aa15c6f212275cacf2f9db5c2e8d4145217,train,noncomm_use_subset,3,15,20,288,FALSE,Success of Big Infectious Disease Reimbursement Policy in China
3570,52397d895d7e4bb05a7d5a1b9a660fb60540cb84,train,custom_license,2,12,21,357,FALSE,"PPAR?? signaling and metabolism: the good, the bad and the future NIH Public Access Author Manuscript"
3571,1c995ac4ae70bbcc5da53211e20df4398d1ce55d,train,comm_use_subset,1,10,17,276,FALSE,"Autophagic response in the Rabbit Hemorrhagic Disease, an animal model of virally-induced fulminant hepatic failure"
3572,0d27ee4e776e49e383933f6560dbbf67158d0a3f,train,custom_license,1,9,13,184,FALSE,Loss of the Drosophila melanogaster DEAD box protein Ddx1 leads to reduced size and aberrant gametogenesis
3573,97ba733e47ee97650f4143f5ace0cc506fcdf008,train,custom_license,1,15,23,222,FALSE,Acute Diarrhea: A Practical Review
3574,4c5dec69337ee0d6fcd02ce0017318b2c3974a00,train,custom_license,1,10,10,251,FALSE,Antiviral immunity is impaired in COPD patients with frequent exacerbations
3575,66cfdb1638411c0c77d605d498dd0c0b6152cbb4,train,custom_license,2,8,17,266,FALSE,BANK1 Controls CpG-induced IL-6 Secretion Via a p38 and MNK1/2-eIF4E Translation Initiation Pathway ??
3576,6d3e2a9b44f902aba943050ec1dbd4cd0b85309c,train,comm_use_subset,1,9,15,203,FALSE,Insights into the respiratory tract microbiota of patients with cystic fibrosis during early Pseudomonas aeruginosa colonization
3577,fa35c08e40165a5c219b20defb873c6299c605a4,train,custom_license,1,5,7,134,FALSE,First external quality assurance of antibody diagnostic for SARS-new coronavirus
3578,f0c641e0f558a2275ed3624b475e2d7102fbf366,train,custom_license,1,9,11,251,FALSE,Glycyrrhizic acid as a multifunctional drug carrier -From physicochemical properties to biomedical applications: A modern insight on the ancient drug
3579,ea5aa54b295c037b47fd141d88b2947b8bbc0c79,train,custom_license,1,5,6,117,FALSE,Trypsin-induced hemagglutination activity of porcine epidemic diarrhea virus
3580,4f8d0dce755f89c22c48c301fe55a457c8ed715b,train,noncomm_use_subset,4,8,8,244,FALSE,Differences between asthmatics and nonasthmatics hospitalised with influenza A infection
3581,36c1c6bc314487fe898f76a7093175d90347ac20,train,comm_use_subset,3,9,18,387,FALSE,Genetic polymorphisms and risk of recurrent wheezing in pediatric age
3582,91ea675435091540b209fe4fc354ee1212fa2a25,train,custom_license,3,9,20,271,FALSE,Pharmacological approaches to intervention in hypomyelinating and demyelinating white matter pathology HHS Public Access
3583,c40cdc3e85b722dcc0f509f36e016b1134825f20,train,custom_license,1,2,3,45,FALSE,Infections and Their Role in Childhood Asthma Inception
3584,4230f45cdf439e789aa57cbb1a080823c74d7e8a,train,custom_license,2,5,5,96,FALSE,Antibiotic Discontinuation Rates Associated with Positive Respiratory Viral Panel and Low Procalcitonin Results in Proven or Suspected Respiratory Infections
3585,613b280bd1f7e0a0dd50cbf2501da003caf95eb4,train,custom_license,6,14,26,429,FALSE,Pharmacological modulation of cough reflex
3586,52be432028634f6c300d090a015003501b6c697e,train,custom_license,1,11,14,232,FALSE,From mice to women: the conundrum of immunity to infection during pregnancy
3587,ea9acc00f6517564022741d3ee3fc394577f80ac,train,custom_license,1,3,4,78,FALSE,"A multilingual ontology for infectious disease surveillance: rationale, design and challenges"
3588,16114a63c1c95e7275e981d0d0ecf1f97432929d,train,custom_license,1,5,10,164,FALSE,Case Study -Italy
3589,44667424e0cb9bde15fdbd187136b37bdaae6435,train,custom_license,1,5,5,108,FALSE,"Modulation of membrane traffic between endoplasmic reticulum, ERGIC and Golgi to generate compartments for the replication of bacteria and viruses"
3590,49c210ede22653e57df63a78de1c116b79b518a5,train,comm_use_subset,3,11,17,283,FALSE,Dietary supplementation with olive mill wastewaters induces modifications on chicken jejunum epithelial cell transcriptome and modulates jejunum morphology
3591,9e0828fc0cba2f4c01abe363c059bb7c0036176d,train,comm_use_subset,1,10,17,318,FALSE,viruses Interaction of a Densovirus with Glycans of the Peritrophic Matrix Mediates Oral Infection of the Lepidopteran Pest Spodoptera frugiperda
3592,5303b7430b20a5e665f7cadd07ae77baa5687e73,train,comm_use_subset,2,9,12,206,FALSE,Statistical learning techniques applied to epidemiology: a simulated case-control comparison study with logistic regression
3593,cc35f41420eb1eb599d346f8fb8ee045571400b0,train,custom_license,1,5,10,116,FALSE,Aptamers: Uptake mechanisms and intracellular applications ???
3594,e5073f61639f9524e70d832bf62e30bcd19329e8,train,custom_license,1,8,8,164,FALSE,Extracellular signal-regulated kinase (ERK) activation is required for porcine epidemic diarrhea virus replication
3595,ff2a6501716b8ff2b5e96ef3034f15309ce90c43,train,comm_use_subset,1,7,11,198,FALSE,Hepatitis C virus modelled as an indirectly transmitted infection highlights the centrality of injection drug equipment in disease dynamics
3596,5237c45681cad45eb4e6c51317e32c0e9b638c08,train,noncomm_use_subset,1,6,12,192,FALSE,Parasites and wildlife in a changing world: The vector-host-pathogen interaction as a learning case
3597,69f1d344961e28014286cd142eb5dafa45cb7b22,train,custom_license,1,9,12,243,FALSE,An Evaluation of Portable High-Efficiency Particulate Air Filtration for Expedient Patient Isolation in Epidemic and Emergency Response
3598,bc630a99d9a84a64db6354063a745cd4901e84cc,train,custom_license,1,2,5,43,FALSE,Air Pollution and Disasters
3599,cbbe1ec84207e5051b1d358495fba09cbecc2dad,train,custom_license,5,10,20,248,FALSE,Ultrasonographic Examination of the Equine Neonate: Thorax and Abdomen
3600,30cb251f9d4cff55036913eaab4998bfb0dcd5bc,train,custom_license,1,2,3,48,FALSE,INTRACISTERNAL VIRUS-LIKE PARTICLES IN BRAIN OF A MULTIPLE SCLEROSIS PATIENT
3601,4013a7e351c40d2bb7fdfe7f185d2ef9b1a872e6,train,comm_use_subset,1,5,11,125,FALSE,a section of the journal Frontiers in Pediatrics Viral Sepsis in Children
3602,fe58b17bca43d017cf1af9b5748147b25f067b7d,train,comm_use_subset,1,10,13,210,FALSE,The Use of Kosher Phenotyping for Mapping QTL Affecting Susceptibility to Bovine Respiratory Disease
3603,62aca7f0b1d46795c95667709c97899eb01507ee,train,custom_license,1,18,28,399,FALSE,Foodborne viruses 1
3604,4836e3bd00d59bf1af3b4f5000cf917c71655658,train,comm_use_subset,2,12,25,290,FALSE,Accounting for non-stationarity in epidemiology by embedding time-varying parameters in stochastic models
3605,54fb720924d357327cedcc8da45b5e0ceb5a0006,train,comm_use_subset,1,12,16,241,FALSE,"A Laboratory Evaluation of Medicinal Herbs Used in China for the Treatment of Hand, Foot, and Mouth Disease"
3606,718eeb24008a172f1e5cda8b0ca0914162f311a5,train,custom_license,5,17,26,307,FALSE,Human Coronavirus and Acute Respiratory Illness in Older Adults with Chronic Obstructive Pulmonary Disease
3607,aa8c1dae28ba8fb4664d2ec9e8632cd1673da721,train,custom_license,1,5,5,133,FALSE,First evidence of the emergence of novel putative infectious bronchitis virus genotypes in Cuba
3608,c5f3769d1068cde91cdbe75434793532d7eb8924,train,custom_license,1,5,18,218,FALSE,"Ready or Not, Patients Will Present: Improving Urban Pandemic Preparedness"
3609,95dbed40b9b6adbc57dcbae88e5bb4b8a3ad4929,train,noncomm_use_subset,1,7,11,170,FALSE,Stem Cell Reports Ar ticle Human Neural Precursor Cells Promote Neurologic Recovery in a Viral Model of Multiple Sclerosis
3610,6cfa11e4308af9ef83f7800b45f011139915cd43,train,comm_use_subset,6,33,77,1103,FALSE,"GI-16 lineage (624/I or Q1), there and back again: The history of one of the major threats for poultry farming of our era"
3611,818a918df0ea080de66936a5cabca0bb396f5209,train,custom_license,1,11,20,359,FALSE,"Preparation, identification, and clinical application of anti-HBs monoclonal antibody that binds both wild-type and immune escape mutant HBsAgs"
3612,7cb61b80d834de0b9e606b766f9af2fd1b7d7183,train,custom_license,1,9,16,179,FALSE,Global Stability Analysis of HIV+ Model
3613,4e951550757b4a9f7b9b5167c9774a1113c787e9,train,comm_use_subset,3,9,18,354,FALSE,Immunity & Ageing Safety and immunogenicity of an MF59???-adjuvanted subunit influenza vaccine in elderly Chinese subjects
3614,5d352d8eaadb17dc1ed4cd7501e3533d366c939c,train,noncomm_use_subset,1,5,6,100,FALSE,The requirement of environmental acidification for Ibaraki virus infection to host cells
3615,36eaec58a5d37602d2932074f554858a22acdfe3,train,custom_license,1,9,14,212,FALSE,"Pulmonary DNA vaccination: Concepts, possibilities and perspectives"
3616,75e701c7f4cd0a33dc6e4dd6d56093f194f972bf,train,custom_license,1,13,15,201,FALSE,"Loss of mitochondrial peptidase Clpp leads to infertility, hearing loss plus growth retardation via accumulation of CLPX, mtDNA and inflammatory factors"
3617,6308a19784dd34b796ecd3a981e32c01e866ee03,train,comm_use_subset,1,12,18,373,FALSE,Single-Round Infectious Particle Antiviral Screening Assays for the Japanese Encephalitis Virus
3618,cd1450373b05cee32d0fa1e23713275249a315b3,train,custom_license,1,9,9,166,FALSE,ANTIBODY FUSIONS REDUCE ONSET OF EXPERIMENTAL CRYPTOSPORIDIUM PARVUM INFECTION IN CALVES
3619,c49595869663e8dff3487af03ed03d87efd3aa1d,train,custom_license,1,10,15,302,FALSE,Novel adjuvants and vaccine delivery systems
3620,822d312b31913762b90bdd395449770c01c84412,train,custom_license,1,6,11,171,FALSE,REVIEW BOVINE CORONAVIRUS
3621,221298016b04a2f16de191343275b930b106b75f,train,custom_license,1,8,12,217,FALSE,Inflammation on the Mind: Visualizing Immunity in the Central Nervous System
3622,451a5d919f856bf25ad8e4e9f2ab27b33363f5a1,train,custom_license,1,9,13,213,FALSE,Neutralization of feline infectious peritonitis virus: preparation of monoclonal antibody that shows cell tropism in neutralizing activity after viral absorption into the cells
3623,fc7a6b5d1852c5ecce2d20fd0d73d5f957ed7055,train,biorxiv_medrxiv,1,9,19,293,FALSE,Effective containment explains sub-exponential growth in confirmed cases of recent COVID-19 outbreak in Mainland China
3624,f0d33bca612ddb67f1029465657ff93c2b1e6e5b,train,custom_license,4,10,14,272,FALSE,Identification and Analysis of the gag-pal Ribosomal Frameshift Site of Feline lmmunodeficiency Virus
3625,fcd0b20d3b55d4c5029f98c3612ff577394ebf3d,train,comm_use_subset,1,6,10,156,FALSE,Highly suspected cases of salmonellosis in two cats fed with a commercial raw meat- based diet: health risks to animals and zoonotic implications
3626,e657fc1a1df1ac7f0e7f45a43d405cfda6cda48d,train,comm_use_subset,1,13,21,280,FALSE,); Fax: +852-2255-1241
3627,fe5fcbdbcc4d0f8905d09955eecf6ab659cc2c89,train,custom_license,3,14,21,346,FALSE,
3628,3137e6b6910babf168d2ec65a8dd8b0b1b693fbb,train,custom_license,1,13,18,283,FALSE,
3629,76d7fe0354828411a05ec3846931ffdf23cfe1cf,train,comm_use_subset,1,7,11,167,FALSE,ARTICLE Crystal structure of the receptor binding domain of the spike glycoprotein of human betacoronavirus HKU1
3630,ef20a0cd67ce018cf061f154bd8be9d0e58d0f23,train,comm_use_subset,3,18,34,660,FALSE,"Effectiveness of zinc supplementation on diarrhea and average daily gain in pre- weaned dairy calves: A double-blind, block- randomized, placebo-controlled clinical trial"
3631,eeff215f5b76c0a71944207170c06205233b4911,train,custom_license,2,18,27,437,FALSE,
3632,8cf5055e0ca001204109a5455b58a42aaa79f431,train,comm_use_subset,1,14,21,289,FALSE,Healthcare workers' willingness to work during an influenza pandemic: a systematic review and meta-analysis
3633,73ae7423efc653849fa7d2b6b2770164dd02b2c1,train,comm_use_subset,5,11,22,337,FALSE,Viral Etiologies of Acute Respiratory Infections among Hospitalized Vietnamese Children in Ho Chi Minh City
3634,b1ffbf88b407e4f859046c2106ef7b6b661b94d5,train,custom_license,1,8,15,252,FALSE,Inflammation Induced by Infection Potentiates Tau Pathological Features in Transgenic Mice Address reprint request to
3635,ef4e43d93ed9d8c4cc2a7924d17a07c5526affe4,train,custom_license,1,5,9,156,FALSE,Astrovirus Infections in Animal Mammalian Species
3636,ab5652086c345dbe360ca35b48b31e43f95507e4,train,comm_use_subset,1,11,25,343,FALSE,Reactomes of Porcine Alveolar Macrophages Infected with Porcine Reproductive and Respiratory Syndrome Virus
3637,d0cd9dce26de5d011fa364f5131d8e40630ead35,train,comm_use_subset,2,13,25,411,FALSE,Exploring motivations behind pollution- mask use in a sample of young adults in urban China
3638,408fb49191d282aa03d722d951eb500a1dde3b87,train,comm_use_subset,2,12,17,344,FALSE,Carrageenan nasal spray in virus confirmed common cold: individual patient data analysis of two randomized controlled trials
3639,47d93c4d0e435b2da5ebc11b4404ed209447f5a0,train,comm_use_subset,5,41,69,1098,FALSE,Angiotensin-converting enzyme 2 prevents lipopolysaccharide- induced rat acute lung injury via suppressing the ERK1/2 and NF-??B signaling pathways OPEN
3640,40640676ca5aecdde3a40feb137cc3049c14faef,train,comm_use_subset,5,11,11,203,FALSE,Modeling the Transmission of Middle East Respirator Syndrome Corona virus in Republic of Korea
3641,74de948d0adbf472ee959b8521f40fb4a5aa034a,train,comm_use_subset,3,8,11,164,FALSE,Moonshot Science-Risks and Benefits
3642,2db670e443cdceb7fb2ff63b6331df5d12efef99,train,comm_use_subset,1,7,10,184,FALSE,A Quantitative Method for the Specific Assessment of Caspase-6 Activity in Cell Culture
3643,601a2a29ef252c46e3a3b19f35d1d6fb591b0af6,train,comm_use_subset,1,3,5,89,FALSE,molecules Schiff Bases: A Short Survey on an Evergreen Chemistry Tool
3644,ce10d3f8b3407a8ebb188bb56b5de1075ab4dce1,train,custom_license,1,7,11,204,FALSE,"Rhinoviruses, Allergic Inflammation, and Asthma"
3645,064c04b451db7ee813746dde89ad46963d39a8a3,train,custom_license,1,8,10,189,FALSE,Complexation of thorium with pyridine monocarboxylate-N-oxides: Thermodynamic and computational studies
3646,416fda9bb2411e60413dd167fb7ef3fd56faf07a,train,custom_license,1,5,7,98,FALSE,Ebola Virus Entry into Host Cells: Identifying Therapeutic Strategies
3647,f8106520a09f5d9cfa05cf334c0df0dd514fe7c5,train,custom_license,1,8,10,209,FALSE,Protection of Mice Against Lethal Rabies Virus Challenge Using Short Interfering RNAs (siRNAs) Delivered Through Lentiviral Vector
3648,5deb9073195a49301f2eb72bc7d327ea2e9393e3,train,comm_use_subset,5,35,66,1184,FALSE,"DUSP1 regulates apoptosis and cell migration, but not the JIP1- protected cytokine response, during Respiratory Syncytial Virus and Sendai Virus infection OPEN"
3649,c5f1d681eb128c9c044a7f5ced6e0e943b201e93,train,comm_use_subset,4,11,14,229,FALSE,A new Schiff base coordinated copper(II) compound induces apoptosis and inhibits tumor growth in gastric cancer
3650,d4ed23e27273cac6ae20d080e586a80f6029d4e5,train,custom_license,2,11,13,173,FALSE,Bovine Monoclonal Antibody Specific for BruceUa abortus Lipopolysaccharide
3651,c179446abc96980232e34b4e910f2c184301c07f,train,comm_use_subset,2,12,17,346,FALSE,Global Mapping of H3K4 Trimethylation (H3K4me3) and Transcriptome Analysis Reveal Genes Involved in the Response to Epidemic Diarrhea Virus Infections in Pigs
3652,57eb12d93057a4bc1a043420327251b2327c9b39,train,biorxiv_medrxiv,5,12,23,334,FALSE,"Ministry of Health, Kinshasa, Democratic Republic of Congo g. School of Public Health"
3653,29ada2d0f89dbeee105c3f95b7df0ab204d9a444,train,comm_use_subset,1,7,14,185,FALSE,"A New Species of Mesonivirus from the Northern Territory, Australia"
3654,91595c90cb3ae1139a1090369bab9b25abbf6f1d,train,custom_license,1,7,14,205,FALSE,"Detection of human coronavirus NL63, human metapneumovirus and respiratory syncytial virus in children with respiratory tract infections in south-west Sweden"
3655,879b0904d411e88c1be90f0660e7bb4377ae29d8,train,comm_use_subset,1,12,18,327,FALSE,Porcine epidemic diarrhea virus (PEDV) co-infection induced chlamydial persistence/stress does not require viral replication
3656,b887153fc3ce5e02a4f2f5589d96376c3be31365,train,custom_license,1,4,7,160,FALSE,SARS coronavirus Accessory Proteins
3657,d29d59ba7423ce04d023131683ea6aeddb333afc,train,custom_license,1,10,18,237,FALSE,Canine distemper virus-induced depletion of uninfected lymphocytes is associated with apoptosis
3658,792fa8ba0747cfa42ffa4247f036bc214e944185,train,comm_use_subset,6,35,57,967,FALSE,Polyprotein Processing as a Determinant for in Vitro Activity of Semliki Forest Virus Replicase
3659,784215438a520129a00a9e775a4a0aaef51cbdbf,train,custom_license,1,6,8,177,FALSE,Multiplexed detection and identification of respiratory pathogens using the NxTAG?? respiratory pathogen panel
3660,dc0e8e0647556ecc153d05dcc117b15b9ca5a0e1,train,custom_license,1,3,3,62,FALSE,Detection of Human Influenza A Viruses by Loop-Mediated Isothermal Amplification
3661,afaa4c5531e298412ff765a1fa12f8b46c6db982,train,custom_license,1,7,8,76,FALSE,Scientifi c Name Family Vernacular Names Echinacea purpurea
3662,d418cdee18b07a0adfb553d43b4a08f7736fa9f3,train,biorxiv_medrxiv,4,15,21,400,FALSE,Title: Metagenomic Sequencing Detects Respiratory Pathogens in Hematopoietic Cellular Transplant Patients Running Title: mNGS Detects Respiratory Pathogens in HCT Patients
3663,f6ed1f1e9999e57793addb1c9c54f61c7861a995,train,comm_use_subset,3,9,17,237,FALSE,BMC Immunology A novel anti-mycobacterial function of mitogen-activated protein kinase phosphatase-1
3664,e64c852725ef6bf2abf9071b522c10917b50ac6e,train,comm_use_subset,2,10,13,206,FALSE,Platelet activation suppresses HIV-1 infection of T cells
3665,1054ed358dfede6e22877513169bef30c491c363,train,comm_use_subset,3,10,19,283,FALSE,Class II Transactivator (CIITA) Enhances Cytoplasmic Processing of HIV-1 Pr55Gag
3666,12fc7df6445be6360090621b75df383ce86772af,train,comm_use_subset,2,13,17,287,FALSE,Anti-inflammatory activity of cinnamon water extract in vivo and in vitro LPS-induced models
